team,conference,sos,osrs,dsrs,srs,year
Wichita State,MVC,2.26,-7.61,7.52,-0.09,1995
La Salle,MW Coll,0.09,0.54,-0.74,-0.2,1995
UNC Wilmington,CAA,-3.03,-8.17,7.81,-0.37,1995
Jacksonville,Sun Belt,-2.92,2.76,-3.22,-0.46,1995
Detroit Mercy,MW Coll,1.02,-3.72,3.12,-0.6,1995
Marshall,Southern (North),-5.99,6.66,-7.31,-0.65,1995
Northeastern,NAC,-2.8,-2.83,1.94,-0.9,1995
Butler,MW Coll,-2.25,-1.02,0.08,-0.94,1995
Drake,MVC,3.07,2.05,-3.2,-1.15,1995
Loyola Marymount,WCC,0.42,0.64,-1.81,-1.18,1995
Idaho,Big Sky,4.09,-4.98,3.65,-1.33,1995
Rider,NEC,-7.74,-2.84,1.49,-1.35,1995
Chattanooga,Southern (South),-4.56,-1.73,0.24,-1.49,1995
Little Rock,Sun Belt,-5.31,-1.61,0.01,-1.6,1995
Valparaiso,Mid-Cont,-8.81,-1.61,-0.01,-1.62,1995
Princeton,Ivy,-6.15,-12.9,11.28,-1.63,1995
Ohio State,Big Ten,6.51,-1.59,-0.08,-1.67,1995
San Diego State,WAC,3.92,-8.73,7.01,-1.72,1995
Texas A&M,SWC,1.57,-0.55,-1.26,-1.81,1995
Saint Peter's,MAAC,-3.12,-6.97,5.01,-1.96,1995
East Carolina,CAA,-4.9,-4.43,2.45,-1.98,1995
Coppin State,MEAC,-8.36,-5.8,3.68,-2.12,1995
New Hampshire,NAC,-3.85,5.93,-8.11,-2.17,1995
Texas-Rio Grande Valley,Sun Belt,-1.75,-10.03,7.74,-2.29,1995
San Diego,WCC,-0.04,-1.66,-0.69,-2.35,1995
Murray State,OVC,-9.02,4.11,-6.47,-2.36,1995
Boston University,NAC,-2.56,-9.4,6.31,-3.09,1995
Delaware,NAC,-3.52,-0.13,-3.4,-3.52,1995
Air Force,WAC,4.77,-4.07,0.46,-3.61,1995
Navy,Patriot,-10.75,-4.58,0.83,-3.75,1995
Stetson,TAAC,-6.29,-0.98,-2.96,-3.95,1995
Wright State,MW Coll,-1.35,-1.77,-2.41,-4.18,1995
Western Illinois,Mid-Cont,-9.58,-2.75,-1.59,-4.34,1995
Charleston Southern,Big South,-6.49,-1.35,-3.11,-4.46,1995
Pepperdine,WCC,1.75,-6.76,2.13,-4.64,1995
San Francisco,WCC,2.62,4.99,-9.73,-4.74,1995
Fairfield,MAAC,-3.43,-6.59,1.74,-4.85,1995
Indiana State,MVC,0.83,0.26,-5.11,-4.85,1995
Davidson,Southern (North),-4.09,-4.67,-0.38,-5.04,1995
Marist,NEC,-8.95,-2.71,-2.37,-5.09,1995
Colgate,Patriot,-4.94,0.32,-5.82,-5.5,1995
Buffalo,Mid-Cont,-9.17,-2.41,-3.15,-5.56,1995
Louisiana Tech,Sun Belt,-5.42,-14.09,8.48,-5.62,1995
Louisiana-Monroe,Southland,-3.53,-1.59,-4.1,-5.69,1995
Morehead State,OVC,-5.3,-3.13,-2.57,-5.7,1995
Hartford,NAC,-2.72,-4.92,-0.8,-5.72,1995
Monmouth,NEC,-8.19,-7.79,2.05,-5.74,1995
Northern Iowa,MVC,2.38,-3.73,-2.08,-5.81,1995
Houston,SWC,2.45,0.3,-6.15,-5.85,1995
East Tennessee State,Southern (North),-3.99,1.19,-7.14,-5.95,1995
Cal State Fullerton,Big West,2.83,-2.23,-3.8,-6.02,1995
Tennessee State,OVC,-8.09,-1.74,-4.35,-6.09,1995
Baylor,SWC,-0.43,4.92,-11.05,-6.13,1995
Northern Arizona,Big Sky,3.1,-6.33,0.2,-6.13,1995
Vermont,NAC,-5.45,-0.64,-5.7,-6.33,1995
Dayton,GMWC,4.29,-4.0,-2.6,-6.6,1995
Creighton,MVC,3.06,-10.19,3.37,-6.82,1995
Iona,MAAC,-5.18,1.62,-8.47,-6.85,1995
Mercer,TAAC,-5.7,1.02,-7.88,-6.85,1995
Mount St. Mary's,NEC,-6.66,-1.34,-5.54,-6.87,1995
Samford,TAAC,-8.32,-4.87,-2.04,-6.92,1995
Richmond,CAA,-1.01,-7.44,0.46,-6.98,1995
Austin Peay,OVC,-4.51,-2.26,-4.88,-7.14,1995
Kent State,MAC,1.03,-6.18,-0.98,-7.15,1995
Akron,MAC,0.96,-11.39,4.19,-7.2,1995
Bucknell,Patriot,-8.89,-9.16,1.94,-7.22,1995
Southern Methodist,SWC,4.14,-4.65,-2.65,-7.3,1995
Liberty,Big South,-4.19,-9.58,1.89,-7.69,1995
William & Mary,CAA,-2.71,-6.01,-1.7,-7.71,1995
Stephen F. Austin,Southland,-7.32,6.74,-14.56,-7.82,1995
Eastern Washington,Big Sky,0.57,-7.07,-0.8,-7.87,1995
Holy Cross,Patriot,-9.79,-0.22,-7.83,-8.05,1995
San Jose State,Big West,4.33,-8.15,0.06,-8.09,1995
UTSA,Southland,-6.8,-0.02,-8.21,-8.22,1995
Louisiana,Sun Belt,-1.62,-7.06,-1.19,-8.25,1995
Youngstown State,Mid-Cont,-10.5,-11.3,3.03,-8.27,1995
Western Carolina,Southern (South),-2.82,-1.22,-7.26,-8.48,1995
Furman,Southern (South),-4.98,-8.86,0.34,-8.52,1995
North Texas,Southland,-8.15,-5.94,-2.63,-8.57,1995
Cleveland State,MW Coll,-2.52,-2.33,-6.27,-8.6,1995
Eastern Illinois,Mid-Cont,-9.58,-5.57,-3.09,-8.65,1995
Towson,Big South,-4.09,-0.56,-8.13,-8.69,1995
Hofstra,NAC,-4.55,-4.96,-3.84,-8.81,1995
UNC Asheville,Big South,-4.79,-9.83,0.95,-8.88,1995
Siena,MAAC,-5.55,-5.07,-3.86,-8.92,1995
Maine,NAC,-4.42,-6.35,-2.81,-9.16,1995
Jackson State,SWAC,-5.85,-3.35,-5.82,-9.17,1995
Fairleigh Dickinson,NEC,-8.34,-4.27,-4.93,-9.2,1995
Maryland-Baltimore County,Big South,-6.26,-10.78,1.57,-9.22,1995
American,CAA,-2.48,-0.99,-8.31,-9.3,1995
Central Florida,TAAC,-6.6,-1.49,-8.03,-9.52,1995
Brown,Ivy,-6.65,-7.72,-1.85,-9.57,1995
Loyola (MD),MAAC,-2.25,-5.22,-4.55,-9.77,1995
Southeastern Louisiana,TAAC,-6.66,2.76,-12.96,-10.2,1995
Florida International,TAAC,-5.35,-9.79,-0.7,-10.49,1995
McNeese State,Southland,-7.32,-1.42,-9.16,-10.58,1995
Tennessee Tech,OVC,-6.15,-2.04,-8.61,-10.65,1995
Fordham,Patriot,-7.35,-12.51,1.85,-10.66,1995
Saint Francis (PA),NEC,-8.66,-6.72,-3.98,-10.7,1995
Appalachian State,Southern (North),-2.94,-3.82,-6.9,-10.72,1995
Radford,Big South,-6.73,-7.88,-2.89,-10.77,1995
Eastern Kentucky,OVC,-6.07,-6.76,-4.03,-10.79,1995
South Alabama,Sun Belt,-3.84,11.21,-22.12,-10.91,1995
Dartmouth,Ivy,-8.99,-9.48,-1.48,-10.95,1995
Southeast Missouri State,OVC,-6.06,-5.62,-5.4,-11.02,1995
Mississippi Valley State,SWAC,-11.62,-2.48,-8.55,-11.03,1995
Kansas City,Mid-Cont,-6.09,-7.79,-3.31,-11.09,1995
Lamar,Sun Belt,-4.04,-10.02,-1.42,-11.44,1995
Troy,Mid-Cont,-8.98,11.39,-22.89,-11.5,1995
Oral Roberts,Ind,-3.13,-6.76,-4.88,-11.63,1995
Southern,SWAC,-13.51,4.15,-16.02,-11.87,1995
Centenary (LA),TAAC,-6.0,2.0,-13.96,-11.96,1995
Loyola (IL),MW Coll,-1.65,-7.91,-4.08,-11.99,1995
Cal State Northridge,AWC,-1.28,-3.89,-8.51,-12.4,1995
Northwestern,Big Ten,6.13,-4.26,-8.16,-12.43,1995
George Mason,CAA,-1.7,15.92,-28.77,-12.85,1995
Lehigh,Patriot,-8.87,-2.21,-10.65,-12.87,1995
The Citadel,Southern (South),-5.39,-10.65,-2.23,-12.89,1995
Northwestern State,Southland,-7.2,-8.33,-4.59,-12.92,1995
Georgia State,TAAC,-7.28,-4.02,-9.0,-13.02,1995
UT Arlington,Southland,-7.16,-5.82,-7.57,-13.39,1995
Niagara,MAAC,-1.17,-5.58,-7.9,-13.48,1995
Middle Tennessee,OVC,-6.68,-8.43,-5.16,-13.59,1995
Central Michigan,MAC,1.74,-9.59,-4.1,-13.68,1995
Texas State,Southland,-6.79,-15.55,1.56,-13.99,1995
North Carolina A&T,MEAC,-9.2,-12.84,-1.25,-14.09,1995
Harvard,Ivy,-9.13,-10.9,-3.39,-14.29,1995
Arkansas State,Sun Belt,-4.92,-11.59,-2.8,-14.38,1995
Wagner,NEC,-7.27,-4.79,-9.92,-14.71,1995
Coastal Carolina,Big South,-4.58,-3.49,-11.38,-14.87,1995
Florida Atlantic,TAAC,-2.63,-12.66,-2.33,-14.99,1995
South Carolina State,MEAC,-12.0,-11.31,-3.9,-15.21,1995
Georgia Southern,Southern (South),-3.93,-12.33,-2.93,-15.27,1995
Winthrop,Big South,-4.71,-2.05,-13.23,-15.29,1995
VMI,Southern (North),-3.89,3.29,-18.63,-15.34,1995
Sacramento State,AWC,-3.26,-8.32,-7.05,-15.37,1995
Sam Houston State,Southland,-7.28,-10.55,-5.08,-15.63,1995
Alabama State,SWAC,-8.33,-0.97,-14.96,-15.92,1995
Maryland-Eastern Shore,MEAC,-12.23,-12.99,-2.98,-15.97,1995
Bethune-Cookman,MEAC,-8.74,-2.65,-14.0,-16.65,1995
Yale,Ivy,-9.73,-14.47,-2.3,-16.77,1995
Milwaukee,MW Coll,-3.71,-7.05,-9.97,-17.01,1995
Campbell,TAAC,-5.25,-14.63,-2.58,-17.21,1995
Long Island University,NEC,-8.57,1.26,-18.72,-17.45,1995
Tennessee-Martin,OVC,-4.98,-10.15,-7.38,-17.52,1995
Central Connecticut State,Mid-Cont,-8.46,-8.38,-9.35,-17.73,1995
Army,Patriot,-11.26,-5.75,-12.1,-17.85,1995
Alcorn State,SWAC,-9.22,-1.25,-16.84,-18.09,1995
Howard,MEAC,-10.95,-7.78,-10.88,-18.66,1995
St. Francis (NY),NEC,-11.34,-3.75,-14.99,-18.74,1995
Robert Morris,NEC,-7.22,-9.35,-10.06,-19.4,1995
Grambling,SWAC,-10.85,-4.88,-14.81,-19.69,1995
Northeastern Illinois,Mid-Cont,-7.73,-14.71,-5.05,-19.77,1995
Cornell,Ivy,-8.73,-6.94,-13.15,-20.09,1995
Chicago State,Mid-Cont,-4.72,0.26,-20.4,-20.14,1995
Delaware State,MEAC,-12.33,-10.81,-9.44,-20.25,1995
Columbia,Ivy,-8.07,-16.17,-6.23,-22.39,1995
Morgan State,MEAC,-8.51,-8.72,-14.64,-23.36,1995
Florida A&M,MEAC,-8.27,-7.04,-17.49,-24.53,1995
Lafayette,Patriot,-7.03,-9.54,-18.3,-27.84,1995
Cal Poly,AWC,-0.75,-18.92,-11.95,-30.86,1995
Prairie View,SWAC,-7.23,-8.69,-22.59,-31.28,1995
Kentucky,SEC (East),10.05,24.6,7.54,32.14,1996
Connecticut,Big East (Big East 6),8.19,13.24,12.81,26.05,1996
Georgetown,Big East (Big East 7),9.83,14.17,8.46,22.63,1996
Cincinnati,CUSA (Blue),7.69,13.51,8.6,22.11,1996
Kansas,Big 8,7.24,12.79,8.6,21.39,1996
Massachusetts,A-10 (East),8.92,8.03,13.36,21.38,1996
Villanova,Big East (Big East 6),11.47,9.45,10.89,20.34,1996
Georgia,SEC (East),8.13,11.5,7.79,19.29,1996
Syracuse,Big East (Big East 7),11.35,9.37,9.62,18.99,1996
Iowa,Big Ten,6.9,11.94,6.71,18.65,1996
Utah,WAC,6.42,5.47,13.05,18.52,1996
Wake Forest,ACC,10.72,1.16,17.09,18.26,1996
Arizona,Pac-10,8.42,13.67,4.48,18.14,1996
North Carolina,ACC,11.42,11.42,6.6,18.02,1996
Indiana,Big Ten,10.88,10.05,7.56,17.61,1996
Purdue,Big Ten,8.5,5.1,12.15,17.25,1996
Penn State,Big Ten,6.33,7.88,9.2,17.08,1996
Georgia Tech,ACC,12.7,14.3,2.65,16.95,1996
Boston College,Big East (Big East 6),9.23,9.35,7.58,16.93,1996
Mississippi State,SEC (West),8.72,4.19,12.0,16.19,1996
Duke,ACC,10.48,8.43,7.63,16.06,1996
Louisville,CUSA (White),9.85,9.6,5.59,15.18,1996
Michigan,Big Ten,8.55,4.24,10.77,15.02,1996
Maryland,ACC,9.93,13.87,1.13,15.0,1996
Texas Tech,SWC,2.11,9.52,5.34,14.86,1996
Stanford,Pac-10,6.33,7.05,7.8,14.85,1996
Marquette,CUSA (Blue),4.93,4.99,9.46,14.45,1996
Memphis,CUSA (White),6.58,6.09,8.26,14.35,1996
UCLA,Pac-10,7.34,9.7,4.45,14.15,1996
NC State,ACC,7.98,11.71,2.37,14.08,1996
Illinois,Big Ten,7.86,8.52,5.44,13.96,1996
Clemson,ACC,8.18,-0.45,13.62,13.18,1996
Tulsa,MVC,1.52,6.14,6.78,12.92,1996
Providence,Big East (Big East 7),9.44,10.72,2.12,12.84,1996
Oklahoma,Big 8,6.83,10.38,2.41,12.79,1996
Texas,SWC,5.05,12.25,0.19,12.44,1996
Virginia,ACC,11.64,3.17,9.13,12.3,1996
Oklahoma State,Big 8,6.08,1.58,10.5,12.08,1996
California,Pac-10,6.44,7.08,4.82,11.9,1996
Arkansas,SEC (West),8.08,9.28,2.38,11.66,1996
Eastern Michigan,MAC,3.72,13.39,-1.84,11.55,1996
New Mexico,WAC,3.42,7.15,4.4,11.55,1996
Virginia Tech,A-10 (West),4.25,0.19,11.34,11.52,1996
Tulane,CUSA (Red),4.86,8.37,3.06,11.43,1996
Temple,A-10 (East),9.3,-7.14,18.23,11.08,1996
South Carolina,SEC (East),6.23,9.8,1.2,11.0,1996
Drexel,NAC,-5.05,7.24,3.75,10.99,1996
Pittsburgh,Big East (Big East 7),9.6,3.2,7.77,10.97,1996
West Virginia,Big East (Big East 6),8.17,11.21,-0.26,10.95,1996
Florida State,ACC,8.72,7.5,3.44,10.94,1996
Iowa State,Big 8,7.24,-1.93,12.83,10.9,1996
Miami (OH),MAC,0.82,1.97,8.64,10.61,1996
Nebraska,Big 8,5.58,11.31,-1.03,10.29,1996
Washington State,Pac-10,5.86,6.67,3.47,10.14,1996
Bradley,MVC,3.55,1.09,8.62,9.71,1996
Davidson,Southern (North),-4.9,6.22,3.25,9.47,1996
George Washington,A-10 (West),3.61,8.45,0.55,8.99,1996
Rhode Island,A-10 (East),3.53,8.25,0.6,8.85,1996
Santa Clara,WCC,4.09,0.96,7.85,8.81,1996
Tennessee,SEC (East),9.19,-6.04,14.74,8.7,1996
Minnesota,Big Ten,6.92,2.21,6.46,8.67,1996
Green Bay,MW Coll,-0.88,-7.0,15.05,8.05,1996
Vanderbilt,SEC (East),7.13,6.33,1.61,7.94,1996
Brigham Young,WAC,4.0,11.84,-3.95,7.89,1996
Wisconsin,Big Ten,7.8,-1.86,9.76,7.89,1996
Washington,Pac-10,5.27,0.51,7.3,7.81,1996
Miami (FL),Big East (Big East 7),7.42,-1.07,8.85,7.77,1996
Kansas State,Big 8,7.71,-0.47,8.22,7.75,1996
Florida,SEC (East),11.39,0.35,7.3,7.64,1996
Fresno State,WAC,4.86,9.69,-2.11,7.58,1996
Oregon,Pac-10,7.21,4.86,2.7,7.56,1996
Colorado State,WAC,5.12,6.29,1.22,7.52,1996
St. John's (NY),Big East (Big East 6),9.96,9.11,-1.6,7.51,1996
Montana State,Big Sky,-2.45,5.94,1.54,7.48,1996
Charlotte,CUSA (White),6.78,2.01,5.43,7.44,1996
Virginia Commonwealth,CAA,-0.09,2.18,5.25,7.42,1996
Saint Joseph's,A-10 (East),4.16,4.57,2.81,7.38,1996
Missouri,Big 8,5.08,6.93,0.24,7.17,1996
Seton Hall,Big East (Big East 7),10.88,6.42,0.65,7.06,1996
Alabama,SEC (West),6.11,2.89,4.1,6.99,1996
Michigan State,Big Ten,9.04,-4.81,11.59,6.79,1996
Little Rock,Sun Belt,-1.04,4.29,1.99,6.28,1996
DePaul,CUSA (Blue),7.93,3.17,3.03,6.2,1996
Auburn,SEC (West),4.17,4.35,1.73,6.07,1996
Notre Dame,Big East (Big East 6),10.65,-0.13,6.12,5.99,1996
New Orleans,Sun Belt,1.46,3.42,2.54,5.96,1996
Mississippi,SEC (West),4.9,-2.17,8.07,5.9,1996
Gonzaga,WCC,-1.23,0.08,5.73,5.81,1996
Illinois State,MVC,2.89,2.08,3.45,5.53,1996
Rutgers,Big East (Big East 7),10.62,3.15,2.16,5.31,1996
Saint Louis,CUSA (Blue),4.53,-5.96,10.85,4.89,1996
Hawaii,WAC,6.3,7.69,-3.03,4.66,1996
Northern Illinois,MW Coll,-3.59,0.61,3.76,4.37,1996
Missouri State,MVC,1.6,5.23,-0.89,4.35,1996
Ohio,MAC,2.55,1.87,2.34,4.21,1996
Cal State Long Beach,Big West,0.42,2.07,2.09,4.16,1996
Weber State,Big Sky,-0.54,11.01,-6.87,4.14,1996
Manhattan,MAAC,-1.38,-3.27,7.31,4.03,1996
San Diego State,WAC,3.05,4.92,-0.91,4.01,1996
Pacific,Big West,-0.56,0.72,3.26,3.98,1996
Southern Mississippi,CUSA (Red),5.79,1.59,2.31,3.9,1996
College of Charleston,TAAC (East),-7.34,-2.34,6.19,3.85,1996
UAB,CUSA (Red),3.69,-2.93,6.59,3.66,1996
UTEP,WAC,4.59,-0.43,4.06,3.63,1996
Evansville,MVC,1.91,0.73,2.89,3.62,1996
South Florida,CUSA (Red),3.4,-4.14,7.76,3.62,1996
Houston,SWC,3.05,5.05,-1.49,3.57,1996
Xavier,A-10 (West),2.24,5.92,-2.68,3.24,1996
Ohio State,Big Ten,7.35,-1.39,4.6,3.21,1996
Bowling Green State,MAC,2.93,-3.89,6.9,3.01,1996
Ball State,MAC,1.83,2.55,0.42,2.98,1996
Western Michigan,MAC,1.87,-0.79,3.7,2.91,1996
Western Kentucky,Sun Belt,0.85,6.85,-3.97,2.88,1996
Montana,Big Sky,-3.13,1.8,0.91,2.71,1996
Wyoming,WAC,5.78,0.87,1.83,2.7,1996
Detroit Mercy,MW Coll,-0.04,-3.86,6.53,2.68,1996
Northern Iowa,MVC,1.05,5.88,-3.2,2.68,1996
Toledo,MAC,1.85,0.81,1.77,2.58,1996
Princeton,Ivy,-4.15,-12.41,14.94,2.53,1996
Louisiana State,SEC (West),5.13,7.74,-5.25,2.49,1996
Southern California,Pac-10,7.98,4.24,-1.93,2.31,1996
Iona,MAAC,-2.14,1.32,0.96,2.28,1996
Marshall,Southern (North),-3.82,15.02,-13.06,1.96,1996
Portland,WCC,-0.18,4.9,-3.16,1.75,1996
Butler,MW Coll,-2.67,-1.83,3.39,1.56,1996
Arizona State,Pac-10,5.89,4.66,-3.1,1.55,1996
Murray State,OVC,-2.9,3.82,-2.32,1.5,1996
Colorado,Big 8,6.6,6.42,-5.11,1.3,1996
Louisiana,Sun Belt,0.09,2.42,-1.14,1.28,1996
Canisius,MAAC,-1.6,-4.97,6.11,1.14,1996
Creighton,MVC,1.2,-5.22,6.17,0.95,1996
Mount St. Mary's,NEC,-5.86,0.97,-0.14,0.83,1996
Rice,SWC,1.76,-4.2,4.96,0.76,1996
Pennsylvania,Ivy,-4.86,-1.1,1.8,0.7,1996
Kent State,MAC,0.72,3.55,-2.87,0.68,1996
Utah State,Big West,0.0,-2.9,3.56,0.65,1996
UC Irvine,Big West,-1.45,3.35,-2.72,0.63,1996
Nevada,Big West,0.04,1.36,-0.91,0.45,1996
San Francisco,WCC,0.73,-7.1,7.43,0.33,1996
Delaware,NAC,-3.37,-1.46,1.73,0.27,1996
Saint Peter's,MAAC,-4.63,-3.94,4.21,0.26,1996
TCU,SWC,2.89,11.57,-11.48,0.1,1996
UNC Wilmington,CAA,0.95,-14.55,14.53,-0.02,1996
Duquesne,A-10 (West),3.87,5.78,-5.83,-0.06,1996
Dayton,A-10 (West),-0.64,-2.06,1.9,-0.16,1996
Old Dominion,CAA,-0.24,-0.6,0.33,-0.27,1996
Oral Roberts,Ind,-4.91,-1.49,1.18,-0.31,1996
Jacksonville,Sun Belt,0.11,6.23,-6.58,-0.35,1996
St. Bonaventure,A-10 (East),3.36,-4.54,4.18,-0.36,1996
Austin Peay,OVC,-4.19,3.25,-3.66,-0.4,1996
Rider,NEC,-5.27,0.81,-1.38,-0.57,1996
Texas A&M,SWC,0.46,-4.77,4.08,-0.69,1996
Drake,MVC,2.74,0.13,-0.88,-0.75,1996
Loyola Marymount,WCC,-0.89,-2.76,1.75,-1.0,1996
Marist,NEC,-8.61,-3.96,2.94,-1.02,1996
Boston University,NAC,-4.32,-4.82,3.77,-1.05,1996
Saint Mary's (CA),WCC,0.02,0.45,-1.7,-1.24,1996
San Diego,WCC,0.06,-4.2,2.67,-1.53,1996
Fairfield,MAAC,-2.89,-0.25,-1.37,-1.62,1996
Wright State,MW Coll,-0.49,2.75,-4.47,-1.72,1996
La Salle,A-10 (West),5.53,-5.4,3.65,-1.74,1996
Monmouth,NEC,-5.56,-5.46,3.57,-1.89,1996
UNC Greensboro,Big South,-7.18,-4.32,2.37,-1.95,1996
Chattanooga,Southern (South),-6.02,-4.42,2.45,-1.98,1996
UC Santa Barbara,Big West,-0.96,-2.69,0.7,-1.99,1996
American,CAA,-1.27,0.43,-2.47,-2.04,1996
Southern Illinois,MVC,1.63,0.83,-2.86,-2.04,1996
Towson,NAC,-2.81,0.12,-2.26,-2.14,1996
Oregon State,Pac-10,9.01,-13.28,10.95,-2.33,1996
Nevada-Las Vegas,Big West,-0.5,-5.38,3.03,-2.35,1996
Southern Methodist,SWC,5.12,-6.77,4.38,-2.38,1996
Louisiana-Monroe,Southland,-3.63,2.17,-4.7,-2.53,1996
Baylor,SWC,1.14,1.21,-3.91,-2.7,1996
Lamar,Sun Belt,-0.27,-1.02,-1.77,-2.79,1996
McNeese State,Southland,-6.7,1.71,-4.51,-2.81,1996
East Carolina,CAA,-3.09,-5.43,2.6,-2.83,1996
William & Mary,CAA,-1.45,1.35,-4.21,-2.85,1996
South Alabama,Sun Belt,-1.19,-16.84,13.93,-2.91,1996
Harvard,Ivy,-8.53,-7.56,4.59,-2.97,1996
Wichita State,MVC,2.73,-8.44,5.41,-3.03,1996
Boise State,Big Sky,-2.22,-9.57,6.5,-3.07,1996
New Mexico State,Big West,0.48,-3.82,0.7,-3.13,1996
San Jose State,Big West,1.2,0.54,-3.7,-3.16,1996
VMI,Southern (North),-4.6,5.76,-9.16,-3.4,1996
Central Michigan,MAC,3.14,-0.69,-2.88,-3.57,1996
Northwestern,Big Ten,5.95,-2.94,-0.78,-3.72,1996
Louisiana Tech,Sun Belt,-1.2,-10.99,6.93,-4.05,1996
Maine,NAC,-5.48,-6.88,2.68,-4.2,1996
Idaho,Big Sky,-1.97,-3.9,-0.38,-4.28,1996
Loyola (MD),MAAC,-2.2,-5.12,0.85,-4.28,1996
Colgate,Patriot,-3.63,-0.71,-3.96,-4.67,1996
Western Carolina,Southern (South),-4.31,7.12,-11.98,-4.86,1996
North Texas,Southland,-5.71,-8.27,3.35,-4.92,1996
Middle Tennessee,OVC,-5.96,-2.88,-2.11,-5.0,1996
Southern Utah,AWC,-3.89,-2.84,-2.18,-5.02,1996
George Mason,CAA,-3.68,15.43,-20.5,-5.07,1996
Valparaiso,Mid-Cont,-9.2,0.05,-5.18,-5.13,1996
South Carolina State,MEAC,-13.09,-7.23,2.0,-5.23,1996
Texas-Rio Grande Valley,Sun Belt,-1.19,-11.73,6.21,-5.53,1996
Mississippi Valley State,SWAC,-11.92,3.02,-8.58,-5.56,1996
James Madison,CAA,-0.14,-3.89,-1.72,-5.6,1996
Air Force,WAC,5.05,-5.51,-0.11,-5.62,1996
Bucknell,Patriot,-7.31,-5.05,-0.65,-5.7,1996
Liberty,Big South,-7.59,-7.72,2.02,-5.7,1996
Richmond,CAA,0.27,-2.67,-3.03,-5.7,1996
Indiana State,MVC,-0.79,-2.07,-3.73,-5.79,1996
UTSA,Southland,-4.69,0.93,-6.97,-6.04,1996
Milwaukee,MW Coll,-2.05,-1.83,-4.53,-6.36,1996
Stephen F. Austin,Southland,-6.73,2.85,-9.27,-6.42,1996
Arkansas State,Sun Belt,-0.11,-2.16,-4.4,-6.57,1996
Pepperdine,WCC,-0.84,-0.59,-5.99,-6.58,1996
Loyola (IL),MW Coll,-1.61,-4.44,-2.17,-6.61,1996
Samford,TAAC (West),-7.74,-9.23,2.61,-6.62,1996
Tennessee State,OVC,-4.4,-2.11,-4.55,-6.66,1996
Tennessee Tech,OVC,-5.23,2.33,-9.14,-6.81,1996
Illinois-Chicago,MW Coll,-0.6,4.93,-11.75,-6.83,1996
Campbell,TAAC (East),-6.63,-10.62,3.57,-7.05,1996
Coppin State,MEAC,-11.65,-0.63,-6.42,-7.05,1996
Florida Atlantic,TAAC (East),-5.93,-5.96,-1.32,-7.28,1996
Radford,Big South,-7.56,-3.37,-3.99,-7.36,1996
Cal Poly,AWC,-6.69,2.51,-9.96,-7.45,1996
Sam Houston State,Southland,-5.95,-1.87,-5.76,-7.63,1996
Southern,SWAC,-11.76,9.11,-16.87,-7.76,1996
Charleston Southern,Big South,-6.96,-2.18,-5.59,-7.77,1996
Eastern Kentucky,OVC,-4.63,-3.23,-4.8,-8.03,1996
Niagara,MAAC,-4.26,-8.27,0.18,-8.08,1996
Southeastern Louisiana,TAAC (West),-8.13,6.32,-14.49,-8.17,1996
UNC Asheville,Big South,-7.81,-6.22,-2.35,-8.56,1996
Cal State Fullerton,Big West,1.1,-3.55,-5.12,-8.67,1996
Jackson State,SWAC,-6.54,-3.04,-5.65,-8.69,1996
Dartmouth,Ivy,-6.95,-9.94,1.15,-8.79,1996
Tennessee-Martin,OVC,-4.59,-1.3,-7.5,-8.8,1996
Holy Cross,Patriot,-9.18,1.89,-11.14,-9.25,1996
Idaho State,Big Sky,-3.62,-4.96,-4.45,-9.42,1996
Kansas City,Mid-Cont,-9.0,-8.99,-0.61,-9.6,1996
Fordham,A-10 (East),1.72,-10.48,0.83,-9.65,1996
Wagner,NEC,-7.78,-1.45,-8.37,-9.82,1996
Vermont,NAC,-4.75,0.65,-10.6,-9.95,1996
Central Florida,TAAC (East),-3.83,-0.37,-9.63,-10.0,1996
Navy,Patriot,-8.18,-12.33,2.32,-10.02,1996
Mercer,TAAC (West),-6.82,-2.84,-7.31,-10.16,1996
Centenary (LA),TAAC (West),-6.21,-1.42,-9.08,-10.49,1996
Jacksonville State,TAAC (West),-8.22,3.33,-14.11,-10.78,1996
Georgia State,TAAC (West),-7.11,-4.25,-6.58,-10.83,1996
Brown,Ivy,-5.9,-8.63,-2.31,-10.94,1996
UT Arlington,Southland,-6.77,-4.25,-6.84,-11.09,1996
Akron,MAC,2.52,-8.39,-2.77,-11.16,1996
Hampton,MEAC,-4.52,-0.2,-10.98,-11.19,1996
Northeastern Illinois,Mid-Cont,-10.39,-2.64,-8.67,-11.31,1996
Furman,Southern (South),-4.34,-1.62,-9.73,-11.34,1996
Siena,MAAC,-2.38,-10.18,-1.16,-11.34,1996
Texas State,Southland,-6.19,-14.66,3.23,-11.44,1996
Saint Francis (PA),NEC,-5.99,-9.66,-1.96,-11.62,1996
Buffalo,Mid-Cont,-9.75,-11.54,-0.14,-11.68,1996
Stetson,TAAC (East),-5.79,-8.51,-3.48,-11.99,1996
Cornell,Ivy,-6.81,-9.48,-2.53,-12.01,1996
Youngstown State,Mid-Cont,-12.5,-14.13,1.96,-12.18,1996
Southeast Missouri State,OVC,-4.11,-6.33,-5.89,-12.22,1996
New Hampshire,NAC,-4.03,-0.33,-11.96,-12.29,1996
Lafayette,Patriot,-7.16,-6.4,-5.97,-12.36,1996
